time,coin,surge,val_24h_eok,chg_24h,spread_pct,depth_imb,bid_wall,ask_wall,buy_ratio
2026-06-25 00:15:39,BICO,153.6,62,-8.6,0.1938,-0.343,0.2551,0.4529,0.4381
2026-06-25 00:15:39,VERONA,40.6,80,+11.9,0.4107,0.6585,0.1357,0.3305,0.2892
2026-06-25 00:15:39,BEL,35.5,29,-15.3,0.4619,-0.4997,0.4809,0.2236,0.293
2026-06-25 07:02:20,TAIKO,191.1,100,-28.4,0.4706,0.5152,0.1696,0.219,0.1206
2026-06-25 07:02:20,BICO,142.2,58,-13.1,0.2034,-0.0409,0.2881,0.3795,0.1881
2026-06-25 07:02:20,ALICE,94.8,61,+3.9,0.5305,-0.2373,0.4575,0.2504,0.4434
2026-06-25 07:02:20,G,87.4,31,+7.5,0.3609,0.0988,0.4425,0.1516,0.6032
2026-06-25 07:02:20,BORA,78.9,45,-5.7,0.7854,-0.3326,0.4818,0.4082,0.799
2026-06-25 07:02:20,VERONA,38.4,76,+3.5,0.4246,0.724,0.2687,0.1685,0.1431
2026-06-25 07:02:20,TT,32.7,8,-11.2,0.943,-0.8708,0.3844,0.4917,0.5992
2026-06-25 07:02:20,BEL,28.1,23,-1.4,0.4773,-0.4487,0.6083,0.2433,0.5055
2026-06-25 07:32:48,TAIKO,172.1,90,-36.3,0.489,-0.0221,0.163,0.5475,0.6783
2026-06-25 07:32:48,BICO,141.6,57,-13.2,0.2053,-0.1145,0.3852,0.3061,0.3075
2026-06-25 07:32:48,ALICE,94.9,61,+3.3,0.5305,-0.3172,0.4414,0.2529,0.4615
2026-06-25 07:32:48,G,87.4,31,+5.1,0.3416,-0.1218,0.6144,0.1627,0.3601
2026-06-25 07:32:48,BORA,77.8,45,-5.8,0.324,-0.2589,0.3959,0.3916,0.664
2026-06-25 07:32:48,VERONA,38.1,75,+4.5,0.4246,0.6218,0.2869,0.3645,0.46
2026-06-25 07:32:48,TT,32.1,8,-11.0,1.0159,-0.8349,0.3917,0.3259,0.669
2026-06-25 07:32:48,BEL,27.3,22,-1.4,0.4751,-0.4866,0.4738,0.2578,0.2999
2026-06-25 08:03:26,TAIKO,155.4,81,-34.8,0.5038,0.4288,0.171,0.184,0.4025
2026-06-25 08:03:26,BICO,140.4,57,-14.0,0.355,0.0095,0.3419,0.3484,0.5092
2026-06-25 08:03:26,ALICE,95.3,61,+5.0,1.0638,-0.3757,0.67,0.2632,0.3782
2026-06-25 08:03:26,G,87.0,31,+6.0,0.472,0.0892,0.4838,0.1599,0.3093
2026-06-25 08:03:26,BORA,76.4,44,-6.4,1.0067,-0.5844,0.3034,0.3951,0.4358
2026-06-25 08:03:26,VERONA,37.8,75,+7.8,0.4246,0.6859,0.2921,0.1415,0.096
2026-06-25 08:03:26,TT,31.8,8,-8.5,1.0162,-0.7379,0.2186,0.1993,0.7791
2026-06-25 08:03:26,BEL,26.9,22,-1.4,0.4751,-0.602,0.3931,0.2615,0.3733
2026-06-25 08:34:00,TAIKO,142.8,75,-34.6,0.4938,0.2315,0.1851,0.2268,0.2284
2026-06-25 08:34:00,BICO,138.6,56,-13.0,0.3248,0.1923,0.3447,0.3995,0.2128
2026-06-25 08:34:00,ALICE,95.5,61,+2.8,0.5362,-0.233,0.3991,0.2173,0.272
2026-06-25 08:34:00,G,87.0,31,+6.7,0.3878,0.0594,0.4145,0.1285,0.3218
2026-06-25 08:34:00,BORA,75.3,43,-7.4,0.2166,-0.2425,0.6313,0.3879,0.8954
2026-06-25 08:34:00,VERONA,37.5,74,+11.0,0.8299,0.6737,0.2853,0.3201,0.3953
2026-06-25 08:34:00,TT,28.5,7,-7.1,0.6381,-0.8306,0.1639,0.3738,0.748
2026-06-25 08:34:00,BEL,26.0,21,+0.0,0.4773,-0.6104,0.3687,0.2335,0.5414
2026-06-25 09:04:24,BICO,138.3,56,-14.5,0.2963,-0.1586,0.3869,0.2782,0.2648
2026-06-25 09:04:24,TAIKO,137.7,72,-32.0,0.489,0.4493,0.1321,0.2068,0.2646
2026-06-25 09:04:24,ALICE,95.5,61,+2.2,1.0753,-0.2883,0.4113,0.2278,1.0
2026-06-25 09:04:24,G,87.4,31,+3.2,0.6346,-0.316,0.4415,0.2927,0.1258
2026-06-25 09:04:24,BORA,74.2,43,-7.6,0.686,-0.2731,0.3931,0.3248,0.6331
2026-06-25 09:04:24,VERONA,37.4,74,+10.5,0.8299,0.6343,0.277,0.1702,0.5007
2026-06-25 09:04:24,TT,27.3,7,-7.1,0.0715,-0.7013,0.36,0.1645,0.8441
2026-06-25 09:04:24,BEL,25.9,21,-0.9,0.4706,-0.5307,0.3392,0.255,0.5115
2026-06-25 09:34:44,BICO,135.4,55,-12.5,0.4122,0.1724,0.3186,0.2136,0.4627
2026-06-25 09:34:44,TAIKO,118.3,62,-24.7,0.4866,0.5123,0.1449,0.404,0.1117
2026-06-25 09:34:44,ALICE,95.7,62,+1.1,0.5391,-0.154,0.3915,0.2207,0.8086
2026-06-25 09:34:44,G,86.5,31,+1.7,0.3738,-0.2408,0.4445,0.272,0.1794
2026-06-25 09:34:44,BORA,71.7,41,-14.4,0.6323,-0.5406,0.1936,0.4825,0.8124
2026-06-25 09:34:44,VERONA,36.7,72,+15.4,0.4158,0.6271,0.3221,0.1832,0.286
2026-06-25 09:34:44,TT,26.0,6,-7.4,1.9118,-0.7066,0.2446,0.2457,0.3822
2026-06-25 09:34:44,BEL,25.3,21,-2.4,0.4843,-0.1361,0.5757,0.251,0.411
2026-06-25 10:05:07,BICO,136.7,55,-13.5,0.3291,0.0426,0.3257,0.2272,0.6787
2026-06-25 10:05:07,TAIKO,114.9,60,-26.1,0.489,0.4926,0.1529,0.4129,0.2491
2026-06-25 10:05:07,ALICE,95.7,62,+2.2,0.5391,-0.0808,0.3879,0.2169,0.5088
2026-06-25 10:05:07,G,86.6,31,+1.6,0.1982,-0.192,0.4555,0.1708,0.6564
2026-06-25 10:05:07,BORA,59.9,34,-15.0,0.828,-0.491,0.6995,0.5865,0.6504
2026-06-25 10:05:07,VERONA,36.6,72,+15.6,0.823,0.5947,0.3253,0.1661,0.354
2026-06-25 10:05:07,BEL,25.3,21,-1.4,0.4819,-0.2029,0.6128,0.2436,0.6975
2026-06-25 10:05:07,TT,21.4,5,-9.5,1.3656,-0.7579,0.257,0.3664,0.4781
2026-06-25 10:26:21,OBT,20.0,47,+2.4,0.282,0.3698,0.2465,0.2896,0.2209
2026-06-25 10:35:28,BICO,137.0,56,-14.2,0.1784,0.4945,0.2423,0.1969,0.2022
2026-06-25 10:35:28,TAIKO,110.3,58,-21.6,0.9479,0.2903,0.1673,0.3108,0.2254
2026-06-25 10:35:28,ALICE,96.0,62,+2.2,1.0695,0.0778,0.2985,0.2933,0.7508
2026-06-25 10:35:28,G,86.9,31,+7.4,0.3265,-0.2636,0.4051,0.2942,0.5511
2026-06-25 10:35:28,BORA,36.6,21,-11.3,0.772,-0.5838,0.318,0.4247,0.2862
2026-06-25 10:35:28,VERONA,36.2,71,+16.4,0.8264,0.6568,0.2541,0.1596,0.5249
2026-06-25 10:35:28,BEL,24.4,20,-4.6,0.9709,-0.0522,0.4714,0.2759,0.8327
2026-06-25 10:56:45,OBT,20.1,48,+2.1,0.0167,0.7411,0.3505,0.2775,0.1643
2026-06-25 11:05:51,BICO,137.1,56,-14.3,0.2996,0.5417,0.389,0.2807,0.1587
2026-06-25 11:05:51,TAIKO,105.3,55,-18.6,1.4252,0.2774,0.1388,0.2136,0.5868
2026-06-25 11:05:51,ALICE,96.1,62,+2.2,0.5333,0.0163,0.319,0.2456,0.3589
2026-06-25 11:05:51,G,86.5,31,+3.9,0.4805,-0.1298,0.3325,0.3031,0.5777
2026-06-25 11:05:51,VERONA,35.0,69,+14.6,0.8264,0.6342,0.3422,0.1983,0.5159
2026-06-25 11:05:51,BORA,33.5,19,-7.2,0.8921,-0.3825,0.4832,0.4064,0.8966
2026-06-25 11:05:51,BEL,24.2,20,-3.3,0.4866,-0.0055,0.436,0.2587,0.3513
2026-06-25 11:27:05,OBT,20.1,48,+2.6,0.5941,0.5515,0.2804,0.3091,0.754
2026-06-25 11:36:10,BICO,136.9,56,-15.5,0.3888,0.2814,0.4173,0.2417,0.6831
2026-06-25 11:36:10,TAIKO,100.8,53,-20.1,0.9524,0.3112,0.1225,0.2331,0.4129
2026-06-25 11:36:10,ALICE,96.2,62,+2.8,0.5362,-0.0726,0.3452,0.2349,0.3308
2026-06-25 11:36:10,G,86.5,31,-0.1,0.3523,0.0984,0.4203,0.2062,0.6982
2026-06-25 11:36:10,VERONA,34.8,69,+11.2,0.4193,0.7023,0.2343,0.1738,0.4651
2026-06-25 11:36:10,BORA,30.7,18,-7.7,0.2511,-0.4917,0.5955,0.3299,0.5246
2026-06-25 11:36:10,BEL,23.9,20,-5.1,0.4866,-0.3004,0.5641,0.3675,0.5409
2026-06-25 11:57:29,OBT,20.1,48,+2.7,0.0823,0.1977,0.3665,0.1418,0.3855
2026-06-25 12:06:37,BICO,136.9,56,-13.4,0.1769,0.3563,0.2988,0.1751,0.4285
2026-06-25 12:06:37,TAIKO,99.4,52,-20.4,0.4773,0.1771,0.1187,0.2992,0.2058
2026-06-25 12:06:37,ALICE,96.4,62,+1.7,0.545,-0.2262,0.3838,0.2489,0.587
2026-06-25 12:06:37,G,85.8,30,+1.0,0.3526,0.0779,0.3636,0.2059,0.6937
2026-06-25 12:06:37,VERONA,34.8,69,+11.2,0.4193,0.6892,0.2506,0.1661,0.1997
2026-06-25 12:06:37,BORA,29.6,17,-9.0,0.6144,-0.4339,0.4501,0.2939,0.1865
2026-06-25 12:06:37,BEL,22.9,19,-6.4,0.4843,-0.3378,0.5835,0.3321,0.5788
2026-06-25 12:27:52,OBT,20.3,48,+2.2,0.3977,0.553,0.2532,0.181,0.2518
2026-06-25 12:37:03,BICO,137.8,56,-12.8,0.0885,0.1252,0.4026,0.1464,0.2644
2026-06-25 12:37:03,ALICE,96.5,62,+0.6,0.545,-0.1123,0.3453,0.3041,0.8647
2026-06-25 12:37:03,TAIKO,93.9,49,-23.3,0.9524,0.0988,0.1166,0.2454,0.5364
2026-06-25 12:37:03,G,86.1,30,+0.0,0.335,-0.1324,0.492,0.1733,0.4473
2026-06-25 12:37:03,VERONA,34.9,69,+8.7,0.4211,0.5569,0.2517,0.226,0.2957
2026-06-25 12:37:03,BORA,27.3,16,-6.3,0.6971,-0.323,0.3844,0.3251,0.589
2026-06-25 12:37:03,BEL,22.7,19,-8.4,0.4866,-0.3257,0.5774,0.3492,0.3595
2026-06-25 12:58:16,OBT,20.5,48,+1.7,0.2486,-0.1966,0.2763,0.7801,0.0531
2026-06-25 13:07:21,BICO,136.1,55,-11.6,0.2628,0.3322,0.3414,0.168,0.5095
2026-06-25 13:07:21,ALICE,96.7,62,-0.5,0.545,-0.2551,0.4337,0.2335,0.5443
2026-06-25 13:07:21,TAIKO,91.0,48,-23.9,0.4843,0.1103,0.1214,0.2374,0.0827
2026-06-25 13:07:21,G,86.7,31,+1.9,0.1763,-0.3292,0.5121,0.174,0.7566
2026-06-25 13:07:21,VERONA,33.7,66,-0.8,0.8368,0.6448,0.2597,0.2977,0.5574
2026-06-25 13:07:21,BORA,26.6,15,-6.0,0.7236,-0.5882,0.4339,0.3502,0.4244
2026-06-25 13:07:21,BEL,22.2,18,-7.3,0.9804,-0.6297,0.2031,0.399,0.285
2026-06-25 13:28:35,OBT,20.5,48,+3.2,0.246,-0.1038,0.5161,0.2603,0.0838
2026-06-25 13:37:44,BICO,123.8,50,-14.1,0.3133,0.2628,0.3319,0.2455,0.477
2026-06-25 13:37:44,ALICE,96.5,62,-1.1,0.5479,-0.2284,0.4558,0.2216,0.518
2026-06-25 13:37:44,TAIKO,87.3,46,-22.9,0.489,0.0787,0.1509,0.2676,0.1145
2026-06-25 13:37:44,G,86.5,31,+2.7,0.1981,-0.1418,0.4852,0.1246,0.6573
2026-06-25 13:37:44,VERONA,26.8,53,-17.6,0.4211,0.6604,0.2334,0.2825,0.3179
2026-06-25 13:37:44,BORA,24.3,14,-8.2,0.8418,-0.9487,0.6928,0.3185,0.4844
2026-06-25 13:37:44,BEL,21.6,18,-9.8,0.4914,-0.5633,0.2892,0.3278,0.2088
2026-06-25 13:58:57,OBT,20.5,49,+2.5,0.1322,-0.1671,0.2269,0.3094,0.292
2026-06-25 14:08:03,BICO,109.3,44,-12.4,0.3717,0.1457,0.4284,0.1916,0.3852
2026-06-25 14:08:03,ALICE,93.6,60,-5.2,0.545,-0.1796,0.4554,0.2464,0.6061
2026-06-25 14:08:03,G,86.8,31,+1.9,0.4803,-0.1595,0.4612,0.1298,0.4454
2026-06-25 14:08:03,TAIKO,83.3,44,-21.2,0.4914,-0.2539,0.1558,0.245,0.1612
2026-06-25 14:08:03,BORA,23.9,14,-6.8,0.6708,-0.9104,0.3834,0.4005,0.6617
2026-06-25 14:08:03,VERONA,23.0,45,-18.1,0.4264,0.5566,0.2738,0.2242,0.3024
2026-06-25 14:08:03,BEL,20.5,17,-9.2,0.4843,-0.6617,0.2388,0.409,0.107
2026-06-25 14:29:16,OBT,20.6,49,+1.9,0.2633,-0.4428,0.1782,0.2601,0.4394
2026-06-25 14:38:22,BICO,107.4,44,-10.5,0.2266,0.1307,0.4203,0.1846,0.3759
2026-06-25 14:38:22,ALICE,92.4,59,-4.7,0.542,-0.3038,0.3754,0.3955,0.5725
2026-06-25 14:38:22,G,86.5,31,+5.2,0.4606,-0.1489,0.4062,0.1506,0.2529
2026-06-25 14:38:22,TAIKO,77.7,41,-18.0,0.4988,-0.2241,0.1931,0.2584,0.0853
2026-06-25 14:38:22,BORA,23.5,14,-7.3,0.1957,-0.4097,0.6133,0.4156,0.5184
2026-06-25 14:38:22,VERONA,20.0,40,-8.6,0.4283,0.4144,0.2925,0.1628,0.267
2026-06-25 14:59:35,OBT,20.8,49,+5.5,0.4511,-0.575,0.1869,0.5825,0.5962
2026-06-25 15:08:41,BICO,105.6,43,-8.5,0.3928,0.1975,0.3182,0.1425,0.2447
2026-06-25 15:08:41,G,86.0,30,-0.0,0.3949,-0.1082,0.4298,0.1731,0.4271
2026-06-25 15:08:41,TAIKO,75.0,39,-18.4,0.5013,0.126,0.3667,0.2981,0.4144
2026-06-25 15:08:41,ALICE,71.0,46,-7.5,1.087,-0.1992,0.4079,0.3357,0.488
2026-06-25 15:08:41,BORA,22.6,13,-5.9,0.3063,-0.1513,0.3396,0.4067,0.4545
2026-06-25 15:29:54,OBT,20.9,50,+5.0,0.0323,-0.3771,0.2367,0.2011,0.4043
2026-06-25 15:39:00,BICO,103.3,42,-9.9,0.2614,0.2121,0.3593,0.1735,0.0671
2026-06-25 15:39:00,TAIKO,73.5,38,-16.4,0.5013,-0.1686,0.3308,0.2479,0.3142
2026-06-25 15:39:00,G,68.8,24,-4.9,0.4005,-0.1644,0.5031,0.1444,0.3114
2026-06-25 15:39:00,ALICE,61.8,40,-10.7,0.545,-0.2892,0.3717,0.2699,0.4077
2026-06-25 15:39:00,BORA,21.8,13,-8.5,0.6135,-0.498,0.6928,0.3803,0.6126
2026-06-25 16:00:14,OBT,22.3,53,+4.8,0.5967,0.1959,0.2823,0.596,0.5776
2026-06-25 16:09:20,BICO,101.9,41,-11.3,0.6114,-0.1344,0.4195,0.2018,0.5245
2026-06-25 16:09:20,TAIKO,70.8,37,-15.0,0.5038,0.0209,0.1814,0.3118,0.1135
2026-06-25 16:09:20,G,64.7,23,-5.4,0.4201,-0.1797,0.386,0.1883,0.5871
2026-06-25 16:09:20,ALICE,53.3,34,-12.4,1.0989,-0.3195,0.3942,0.2405,0.3842
2026-06-25 16:09:20,BORA,21.3,12,-8.0,0.6125,-0.4554,0.4318,0.4191,0.3152
2026-06-25 16:30:35,OBT,22.7,54,+4.2,0.2605,-0.2737,0.1165,0.3565,0.0097
2026-06-25 16:39:41,BICO,101.1,41,-11.3,0.2933,0.2888,0.3158,0.3842,0.7852
2026-06-25 16:39:41,TAIKO,67.3,35,-14.2,0.5168,0.308,0.1806,0.1864,0.2331
2026-06-25 16:39:41,G,50.4,18,-13.9,0.0444,-0.1112,0.4327,0.2648,0.6258
2026-06-25 16:39:41,ALICE,47.7,31,-8.0,0.545,-0.1774,0.3286,0.2997,0.264
2026-06-25 16:39:41,BORA,20.9,12,-6.5,0.4693,-0.5332,0.7903,0.3921,0.3452
2026-06-25 17:00:54,OBT,23.6,56,+7.6,1.0287,0.7309,0.2439,0.2348,0.7907
2026-06-25 17:09:59,BICO,98.3,40,-12.8,0.3502,0.0013,0.5219,0.353,0.4301
2026-06-25 17:09:59,TAIKO,63.0,33,-17.4,0.5168,0.2612,0.1997,0.1847,0.6323
2026-06-25 17:09:59,ALICE,43.1,28,-10.3,1.0989,-0.3964,0.3401,0.2247,0.4476
2026-06-25 17:09:59,G,40.0,14,-8.6,0.2887,-0.1787,0.5389,0.1502,0.671
2026-06-25 17:09:59,BORA,20.9,12,-4.6,1.2847,-0.4702,0.1552,0.3409,0.7267
2026-06-25 17:31:12,OBT,23.8,56,+7.3,0.3975,0.5659,0.2053,0.3335,0.5977
2026-06-25 17:40:17,BICO,98.4,40,-11.8,0.1779,0.1141,0.6431,0.7201,0.6868
2026-06-25 17:40:17,TAIKO,62.4,33,-17.1,1.0152,0.0177,0.2141,0.2248,0.622
2026-06-25 17:40:17,G,35.1,12,-8.1,0.6232,-0.2585,0.475,0.2799,0.4542
2026-06-25 17:40:17,ALICE,33.7,22,-14.3,0.554,-0.0005,0.181,0.478,0.8878
2026-06-25 17:40:17,BORA,20.0,12,-6.0,0.8267,-0.1136,0.6533,0.3221,0.8866
2026-06-25 18:01:30,OBT,23.9,57,+6.4,0.3983,0.7143,0.4576,0.2527,0.5523
2026-06-25 18:10:36,BICO,96.7,39,-13.4,0.2398,0.0557,0.406,0.4548,0.2676
2026-06-25 18:10:36,TAIKO,62.3,33,-15.3,1.0,-0.074,0.1784,0.2544,0.3456
2026-06-25 18:10:36,G,32.6,11,-7.1,0.5121,-0.0934,0.3381,0.2549,0.3996
2026-06-25 18:10:36,ALICE,29.6,19,-15.9,0.5571,-0.0932,0.3262,0.3433,0.5554
2026-06-25 18:31:49,OBT,24.1,57,+5.2,0.5338,-0.7668,0.3301,0.6712,0.0038
2026-06-25 18:37:52,BORA,20.0,12,-5.5,1.4154,-0.1743,0.6498,0.2812,0.6681
2026-06-25 18:40:55,BICO,97.2,39,-10.7,0.3524,0.287,0.3094,0.2396,0.4229
2026-06-25 18:40:55,TAIKO,61.8,32,-15.0,0.5038,-0.1539,0.2166,0.2354,0.5236
2026-06-25 18:40:55,G,31.0,11,-7.1,0.3784,-0.1283,0.3369,0.2603,0.3776
2026-06-25 18:40:55,ALICE,27.0,17,-14.7,0.5571,-0.0745,0.2538,0.343,0.688
2026-06-25 19:02:08,OBT,24.1,57,+4.1,0.5528,-0.4215,0.2391,0.2802,0.3119
2026-06-25 19:11:14,BICO,95.6,39,-11.7,0.1202,0.2436,0.4096,0.2828,0.7934
2026-06-25 19:11:14,TAIKO,59.8,31,-10.3,0.4988,-0.2492,0.1228,0.2143,0.2273
2026-06-25 19:11:14,G,29.4,10,-6.4,0.3788,-0.1073,0.3148,0.2538,0.7272
2026-06-25 19:11:14,ALICE,24.9,16,-13.0,0.551,0.1635,0.2048,0.374,0.9812
2026-06-25 19:32:29,OBT,24.2,57,+5.1,0.4046,0.6212,0.2782,0.5986,0.309
2026-06-25 19:41:35,BICO,96.7,39,-15.7,0.1549,0.0386,0.4253,0.3739,0.5028
2026-06-25 19:41:35,TAIKO,58.9,31,-13.9,1.5267,0.0811,0.2248,0.3354,0.6452
2026-06-25 19:41:35,G,29.0,10,-8.8,0.2926,-0.2783,0.5266,0.2328,0.0142
2026-06-25 19:41:35,ALICE,22.1,14,-13.9,0.554,-0.2957,0.2814,0.4115,0.0284
2026-06-25 20:02:48,OBT,24.2,57,+6.1,0.5089,-0.1901,0.3229,0.3173,0.9395
2026-06-25 20:11:54,BICO,98.4,40,-15.8,0.4685,0.1438,0.3111,0.4572,0.1168
2026-06-25 20:11:54,TAIKO,58.1,30,-18.1,1.0309,0.3444,0.2106,0.1286,0.263
2026-06-25 20:11:54,G,28.3,10,-7.8,0.5441,-0.0807,0.3226,0.2727,0.2463
2026-06-25 20:11:54,ALICE,20.9,13,-13.9,1.1111,-0.353,0.3208,0.46,0.2567
2026-06-25 20:33:08,OBT,24.3,57,+7.2,0.2524,-0.1777,0.2685,0.2796,0.4439
2026-06-25 20:42:14,BICO,97.5,40,-14.4,0.1559,-0.1261,0.4146,0.3539,0.3669
2026-06-25 20:42:14,TAIKO,48.9,26,-18.0,1.0256,0.2895,0.1906,0.1428,0.5408
2026-06-25 20:42:14,G,27.0,10,-8.3,0.2698,-0.2171,0.3085,0.2537,0.4012
2026-06-25 21:03:27,OBT,24.7,59,+6.8,0.6222,0.8155,0.2665,0.3386,0.4191
2026-06-25 21:12:32,BICO,96.6,39,-16.2,0.1245,0.2245,0.2984,0.6049,0.4412
2026-06-25 21:12:32,TAIKO,47.1,25,-20.8,1.0638,0.0698,0.3013,0.119,0.3227
2026-06-25 21:12:32,G,27.0,10,+0.1,0.4687,0.2046,0.4225,0.2202,0.462
2026-06-25 21:24:40,BEL,21.5,18,+14.0,0.396,-0.0771,0.3607,0.2296,0.3596
2026-06-25 21:33:46,OBT,24.9,59,+8.9,0.0623,-0.2344,0.2809,0.5253,0.7013
2026-06-25 21:42:52,BICO,96.7,39,-13.3,0.3373,0.1405,0.4786,0.1909,0.59
2026-06-25 21:42:52,TAIKO,45.6,24,-19.2,0.5277,0.3145,0.2724,0.1627,0.2994
2026-06-25 21:42:52,G,26.5,9,+5.4,0.2924,-0.0574,0.3933,0.3506,0.1821
2026-06-25 21:55:00,BEL,35.9,29,+14.9,0.396,-0.2798,0.3309,0.2076,0.1186
2026-06-25 22:04:06,OBT,25.0,59,+6.5,0.3322,0.125,0.532,0.5437,0.1637
2026-06-25 22:13:13,BICO,95.6,39,-13.1,0.0931,0.2443,0.3243,0.2849,0.9337
2026-06-25 22:13:13,TAIKO,45.6,24,-17.3,0.5222,0.1166,0.3245,0.3834,0.5686
2026-06-25 22:13:13,G,25.3,9,+11.9,0.2657,-0.0774,0.4652,0.3087,0.503
2026-06-25 22:25:23,BEL,39.0,32,+13.0,0.4124,-0.3483,0.3693,0.2258,0.4469
2026-06-25 22:34:30,OBT,25.1,59,+7.1,0.1271,0.4078,0.4212,0.4031,0.2439
2026-06-25 22:43:36,BICO,92.8,38,-13.5,0.0951,0.2302,0.3399,0.291,0.3848
2026-06-25 22:43:36,TAIKO,44.3,23,-17.9,1.5666,0.2408,0.2579,0.3376,0.6895
2026-06-25 22:43:36,G,35.7,13,+12.4,0.4032,0.2869,0.4041,0.2895,0.4412
2026-06-25 22:55:44,BEL,40.6,33,+5.9,0.4283,-0.1693,0.431,0.187,0.605
2026-06-25 23:04:50,OBT,25.3,60,+7.2,0.3514,0.6112,0.2446,0.473,0.2732
2026-06-25 23:13:56,BICO,99.1,40,-15.0,0.1601,0.4314,0.3288,0.2414,0.2346
2026-06-25 23:13:56,TAIKO,50.2,26,-11.2,0.4843,0.1547,0.2216,0.4619,0.3103
2026-06-25 23:13:56,G,39.4,14,+7.5,0.203,-0.07,0.3811,0.2964,0.6416
2026-06-25 23:26:04,BEL,42.3,35,+6.4,0.4264,-0.3784,0.5119,0.2256,0.3172
2026-06-25 23:30:31,BICO,99.1,40,-15.8,0.2918,-0.0178,0.5204,0.1803,0.4279
2026-06-25 23:30:31,TAIKO,50.7,27,-9.6,0.9615,0.1412,0.1672,0.4742,0.2052
2026-06-25 23:30:31,BEL,42.6,35,+8.2,0.4228,-0.4286,0.5344,0.2523,0.4705
2026-06-25 23:30:31,G,39.9,14,+7.4,0.3881,-0.0624,0.5491,0.1506,0.3971
2026-06-25 23:30:31,OBT,25.4,60,+6.4,0.3516,-0.3866,0.4779,0.4024,0.4067
2026-06-26 00:00:38,BICO,98.8,40,-14.8,0.4505,0.0859,0.3797,0.1756,0.7946
2026-06-26 00:00:38,TAIKO,52.3,27,-2.7,0.4577,-0.3489,0.3899,0.4959,0.5191
2026-06-26 00:00:38,BEL,42.9,35,+9.7,0.4211,-0.3873,0.4636,0.3808,0.4972
2026-06-26 00:00:38,G,40.4,14,+5.8,0.4979,-0.2887,0.5246,0.1884,0.3606
2026-06-26 00:00:38,OBT,26.2,62,+19.5,0.0141,0.0589,0.4015,0.6191,0.6604
2026-06-26 00:06:40,XTER,20.0,102,+13.0,0.0526,0.3266,0.2066,0.3771,0.2339
2026-06-26 00:30:46,BICO,94.8,38,-14.2,0.4569,0.0357,0.3916,0.4911,0.3909
2026-06-26 00:30:46,TAIKO,52.9,28,-12.9,1.6,0.3987,0.2455,0.2473,0.0727
2026-06-26 00:30:46,BEL,43.4,36,+6.0,0.4376,-0.1681,0.4377,0.2555,0.3576
2026-06-26 00:30:46,G,40.7,14,+5.7,0.3312,-0.3347,0.648,0.1767,0.5819
2026-06-26 00:30:46,OBT,20.9,49,-15.2,0.5936,0.2259,0.3149,0.3848,0.5894
2026-06-26 01:00:53,BICO,92.7,38,-13.5,0.4213,-0.0979,0.3746,0.3078,0.3632
2026-06-26 01:00:53,TAIKO,51.2,27,-16.5,0.551,0.1564,0.3013,0.4233,0.6425
2026-06-26 01:00:53,BEL,43.5,36,+7.5,0.4338,-0.4299,0.4663,0.2829,0.2949
2026-06-26 01:00:53,G,39.6,14,+5.2,0.3723,-0.3417,0.586,0.1569,0.8089
2026-06-26 01:31:01,BICO,91.8,37,-12.9,0.3233,0.0946,0.3981,0.2935,0.451
2026-06-26 01:31:01,TAIKO,50.6,26,-13.7,0.551,-0.4563,0.1404,0.3489,0.1113
2026-06-26 01:31:01,BEL,43.7,36,+7.5,0.8734,-0.2077,0.4773,0.2714,0.5512
2026-06-26 01:31:01,G,38.7,14,+3.6,0.6018,-0.2705,0.6467,0.1568,0.7581
2026-06-26 02:01:08,BICO,89.1,36,-11.0,0.3593,0.0807,0.3257,0.3734,0.5117
2026-06-26 02:01:08,TAIKO,50.5,26,-13.3,1.662,-0.2747,0.1758,0.4725,0.6339
2026-06-26 02:01:08,BEL,43.9,36,+7.1,0.4396,-0.2906,0.4575,0.2198,0.484
2026-06-26 02:01:08,G,38.4,14,+5.4,0.4313,-0.16,0.5341,0.1519,0.5041
2026-06-26 02:31:16,BICO,87.4,35,-6.2,0.3197,0.0543,0.4105,0.3017,0.4719
2026-06-26 02:31:16,TAIKO,50.4,26,-19.4,0.5764,0.1267,0.3353,0.3785,0.1085
2026-06-26 02:31:16,BEL,43.8,36,+8.4,0.432,-0.2805,0.4592,0.269,0.2802
2026-06-26 02:31:16,G,38.5,14,+9.1,0.4966,-0.1931,0.5393,0.275,0.3775
2026-06-26 03:01:23,BICO,87.1,35,-4.0,0.3434,-0.0979,0.221,0.3093,0.7765
2026-06-26 03:01:23,TAIKO,50.3,26,-21.9,1.7699,0.1509,0.3055,0.3346,0.137
2026-06-26 03:01:23,BEL,43.7,36,+13.5,0.8475,-0.3054,0.4281,0.2821,0.5905
2026-06-26 03:01:23,G,38.2,13,+7.3,0.4468,-0.0149,0.4271,0.2318,0.4036
2026-06-26 03:31:30,BICO,86.6,35,-10.0,0.2896,-0.188,0.2585,0.3254,0.5637
2026-06-26 03:31:30,TAIKO,50.2,26,-17.5,1.6901,-0.2302,0.342,0.3151,0.8109
2026-06-26 03:31:30,BEL,43.8,36,+11.0,0.8584,-0.4218,0.4003,0.3454,0.6128
2026-06-26 03:31:30,G,38.2,13,+7.1,0.4034,-0.0364,0.4696,0.133,0.6328
2026-06-26 04:01:38,BICO,86.1,35,-11.8,0.3231,-0.064,0.4359,0.3195,0.5306
