time,coin,funding,oi_usd,oi_chg_5m,ls_ratio,taker_ratio
2026-06-27 10:59:55,BTC,+0.0044,6235251963,-0.03,2.116,0.697
2026-06-27 10:59:55,WLD,+0.0100,78959478,-0.08,0.862,1.072
2026-06-27 10:59:55,XRP,-0.0099,372529711,-0.14,2.408,0.511
2026-06-27 10:59:55,ETH,-0.0005,3616924496,-0.05,2.112,0.735
2026-06-27 10:59:55,SLX,+0.0050,23294648,-1.39,0.936,0.779
2026-06-27 10:59:55,SOL,+0.0100,751769142,-0.15,2.347,0.755
2026-06-27 10:59:55,AGLD,-0.2767,10076729,-0.95,0.884,1.243
2026-06-27 10:59:55,IP,-0.3440,6737157,+0.22,1.828,1.500
2026-06-27 10:59:55,ARX,-0.0094,3115593,+3.28,1.327,1.818
2026-06-27 10:59:55,CARV,-0.3885,2058377,+0.59,1.691,0.943
2026-06-27 10:59:55,G,-0.0047,4272321,-0.73,0.874,0.483
2026-06-27 10:59:55,DOGE,+0.0071,156734713,-0.08,2.091,0.840
2026-06-27 10:59:55,ALLO,+0.0046,18337518,+0.49,0.561,1.599
2026-06-27 10:59:55,ONDO,+0.0004,29226298,-0.07,0.895,1.920
2026-06-27 10:59:55,PUNDIX,-0.3930,2860576,+2.72,0.811,1.098
2026-06-27 10:59:55,XLM,+0.0100,45357899,-0.21,0.740,2.677
2026-06-27 10:59:55,JTO,+0.0050,17522491,-0.96,1.322,0.990
2026-06-27 11:04:22,BTC,+0.0045,6234302558,-0.02,2.115,0.784
2026-06-27 11:04:22,WLD,+0.0100,78975926,+0.02,0.861,0.845
2026-06-27 11:04:22,XRP,-0.0100,373056575,+0.14,2.407,1.864
2026-06-27 11:04:22,ETH,-0.0006,3617820996,+0.02,2.111,0.967
2026-06-27 11:04:22,SLX,+0.0050,23392309,+0.42,0.922,1.828
2026-06-27 11:04:22,SOL,+0.0100,750987893,-0.10,2.347,0.575
2026-06-27 11:04:22,AGLD,-0.2872,10076729,-0.95,0.890,0.936
2026-06-27 11:04:22,IP,-0.3411,6737157,+0.22,1.831,1.518
2026-06-27 11:04:22,ARX,-0.0060,3156736,+1.32,1.327,0.977
2026-06-27 11:04:22,CARV,-0.3948,2058377,+0.59,1.662,1.970
2026-06-27 11:04:22,G,-0.0035,4284733,+0.29,0.874,1.575
2026-06-27 11:04:22,DOGE,+0.0074,156879608,+0.09,2.091,2.258
2026-06-27 11:04:22,ALLO,+0.0050,18466430,+0.70,0.561,1.234
2026-06-27 11:04:22,PUNDIX,-0.4046,3099200,+8.34,0.811,1.041
2026-06-27 11:04:22,ONDO,+0.0002,29211176,-0.05,0.895,1.536
2026-06-27 11:04:22,XLM,+0.0100,45425776,+0.15,0.740,1.250
2026-06-27 11:04:22,JTO,+0.0050,17536779,+0.08,1.325,1.211
2026-06-27 11:04:22,BEL,-0.0264,4766591,-1.64,1.304,0.776
2026-06-27 11:04:22,RE,-0.2192,15966525,-0.28,0.578,0.579
2026-06-27 11:04:22,ENA,-0.0026,46380534,+0.01,1.224,0.989
2026-06-27 11:04:22,H,+0.0050,13746578,+0.61,1.971,0.686
2026-06-27 11:04:22,VIRTUAL,-0.0039,12142091,-0.04,0.450,2.703
2026-06-27 11:04:22,BICO,-0.3732,4679651,-0.28,0.913,1.220
2026-06-27 11:04:22,SUI,+0.0089,71239883,+0.36,1.899,3.260
2026-06-27 11:04:22,ID,-0.0297,5664872,-0.67,1.422,1.857
2026-06-27 11:04:22,EDGE,+0.0050,4125204,+0.76,1.353,3.417
2026-06-27 11:04:22,KAIA,+0.0050,1802909,-0.28,1.324,0.442
2026-06-27 11:04:22,PENGU,+0.0050,13612322,+0.20,0.524,1.435
2026-06-27 11:04:22,SAHARA,-0.0305,8201001,-0.05,0.522,0.628
2026-06-27 11:04:22,EDEN,+0.0050,3969551,+0.01,1.025,1.476
2026-06-27 11:10:35,BTC,+0.0047,6240292151,+0.10,2.117,0.721
2026-06-27 11:10:35,WLD,+0.0100,78976123,+0.00,0.862,0.548
2026-06-27 11:10:35,XRP,-0.0099,373180819,+0.03,2.408,1.526
2026-06-27 11:10:35,ETH,-0.0001,3620031760,+0.06,2.111,1.073
2026-06-27 11:10:35,SLX,+0.0050,23057978,-1.43,0.920,1.046
2026-06-27 11:10:35,SOL,+0.0100,751705221,+0.10,2.347,0.824
2026-06-27 11:10:35,AGLD,-0.2945,10273575,+1.95,0.880,1.096
2026-06-27 11:10:35,IP,-0.3412,6753091,+0.24,1.819,0.947
2026-06-27 11:10:35,ARX,-0.0046,3312639,+0.20,1.310,1.044
2026-06-27 11:10:35,CARV,-0.3997,2068319,+0.48,1.684,1.343
2026-06-27 11:10:35,G,-0.0030,4342688,+1.35,0.845,1.672
2026-06-27 11:10:35,DOGE,+0.0078,157084404,+0.13,2.090,1.617
2026-06-27 11:10:35,ALLO,+0.0050,18434770,-0.17,0.560,1.203
2026-06-27 11:10:35,PUNDIX,-0.4113,3146900,+1.54,0.813,0.651
2026-06-27 11:10:35,ONDO,+0.0002,29242097,+0.11,0.894,2.110
2026-06-27 11:10:35,XLM,+0.0100,45322916,-0.07,0.743,1.829
2026-06-27 11:10:35,JTO,+0.0050,17316869,+0.66,1.331,0.600
2026-06-27 11:10:35,BEL,-0.0250,4788841,+0.47,1.315,1.151
2026-06-27 11:10:35,RE,-0.2186,16039214,+0.46,0.578,1.212
2026-06-27 11:10:35,ENA,-0.0026,46378928,-0.00,1.226,0.704
2026-06-27 11:10:35,H,+0.0050,13747268,-2.30,1.971,1.415
2026-06-27 11:10:35,VIRTUAL,-0.0037,12147537,+0.04,0.446,1.977
2026-06-27 11:10:35,BICO,-0.3654,4728134,-0.04,0.913,1.271
2026-06-27 11:10:35,SUI,+0.0091,71316387,+0.11,1.908,2.616
2026-06-27 11:10:35,ID,-0.0298,5760775,+0.69,1.422,0.946
2026-06-27 11:10:35,EDGE,+0.0050,4108886,-0.20,1.366,0.553
2026-06-27 11:10:35,KAIA,+0.0050,1801146,-0.10,1.326,1.050
2026-06-27 11:10:35,PENGU,+0.0050,13632601,+0.15,0.524,1.899
2026-06-27 11:10:35,SAHARA,-0.0282,8203231,+0.03,0.516,1.912
2026-06-27 11:10:35,EDEN,+0.0050,3957303,-0.36,1.030,0.214
2026-06-27 11:16:47,BTC,+0.0049,6246511850,+0.10,2.124,2.526
2026-06-27 11:16:47,WLD,+0.0100,79072427,-0.31,0.862,0.855
2026-06-27 11:16:47,XRP,-0.0100,373875199,+0.01,2.417,1.270
2026-06-27 11:16:47,ETH,+0.0002,3630798107,+0.14,2.112,1.432
2026-06-27 11:16:47,SLX,+0.0050,23295286,+1.03,0.925,1.388
2026-06-27 11:16:47,SOL,+0.0100,751938217,+0.03,2.348,1.781
2026-06-27 11:16:47,AGLD,-0.3028,10510010,-0.24,0.911,1.189
2026-06-27 11:16:47,IP,-0.3390,6745870,-0.08,1.839,1.358
2026-06-27 11:16:47,ARX,-0.0037,3332624,+0.60,1.327,0.743
2026-06-27 11:16:47,CARV,-0.4001,2080227,+0.34,1.695,2.589
2026-06-27 11:16:47,G,-0.0019,4400726,+0.37,0.844,1.236
2026-06-27 11:16:47,DOGE,+0.0083,157495500,+0.18,2.090,1.523
2026-06-27 11:16:47,ALLO,+0.0050,18339082,-0.24,0.558,0.987
2026-06-27 11:16:47,PUNDIX,-0.4181,3155137,-0.43,0.833,1.057
2026-06-27 11:16:47,ONDO,+0.0004,29336400,+0.20,0.894,1.547
2026-06-27 11:16:47,XLM,+0.0100,45362894,+0.09,0.743,3.151
2026-06-27 11:16:47,JTO,+0.0050,17283245,-0.19,1.328,1.242
2026-06-27 11:16:47,BEL,-0.0235,4837037,+1.01,1.316,0.895
2026-06-27 11:16:47,RE,-0.2182,16138618,+0.32,0.578,2.394
2026-06-27 11:16:47,ENA,-0.0025,46441973,+0.14,1.226,0.864
2026-06-27 11:16:47,H,+0.0050,13630254,-0.85,1.975,1.087
2026-06-27 11:16:47,VIRTUAL,-0.0035,12170323,+0.19,0.445,2.322
2026-06-27 11:16:47,BICO,-0.3607,4744045,+0.34,0.907,1.366
2026-06-27 11:16:47,SUI,+0.0095,72069269,+0.60,1.927,2.661
2026-06-27 11:16:47,ID,-0.0289,5773454,+0.22,1.436,1.763
2026-06-27 11:16:47,EDGE,+0.0050,4108452,-0.01,1.359,1.226
2026-06-27 11:16:47,KAIA,+0.0050,1802212,+0.04,1.328,1.037
2026-06-27 11:16:47,PENGU,+0.0050,13659943,+0.20,0.525,1.805
2026-06-27 11:16:47,SAHARA,-0.0257,8219913,+0.06,0.518,1.000
2026-06-27 11:16:47,EDEN,+0.0050,3962143,+0.12,1.027,1.456
2026-06-27 11:23:00,BTC,+0.0051,6260192623,+0.10,2.127,1.853
2026-06-27 11:23:00,WLD,+0.0100,79183838,+0.14,0.862,2.025
2026-06-27 11:23:00,XRP,-0.0101,374818571,+0.25,2.445,1.472
2026-06-27 11:23:00,ETH,+0.0005,3633129092,+0.06,2.122,1.895
2026-06-27 11:23:00,SLX,+0.0074,23467277,+1.79,0.931,1.122
2026-06-27 11:23:00,SOL,+0.0100,752864823,-0.07,2.369,0.828
2026-06-27 11:23:00,AGLD,-0.3145,10968214,+4.36,0.924,1.223
2026-06-27 11:23:00,IP,-0.3327,6716270,-0.44,1.855,0.568
2026-06-27 11:23:00,ARX,-0.0033,3328941,-0.11,1.318,1.052
2026-06-27 11:23:00,CARV,-0.3975,2090721,+0.50,1.755,1.511
2026-06-27 11:23:00,G,-0.0004,4419213,+0.42,0.857,0.909
2026-06-27 11:23:00,DOGE,+0.0085,157534931,+0.03,2.091,0.855
2026-06-27 11:23:00,ALLO,+0.0050,18356574,+0.10,0.557,0.931
2026-06-27 11:23:00,PUNDIX,-0.4159,3155769,+0.02,0.828,0.675
2026-06-27 11:23:00,ONDO,+0.0007,29363338,+0.09,0.895,1.842
2026-06-27 11:23:00,XLM,+0.0100,45415129,+0.12,0.745,2.024
2026-06-27 11:23:00,JTO,+0.0050,17157246,-0.73,1.352,0.396
2026-06-27 11:23:00,BEL,-0.0239,4902699,+0.22,1.334,1.021
2026-06-27 11:23:00,RE,-0.2176,16210127,+0.44,0.581,1.483
2026-06-27 11:23:00,ENA,-0.0016,47013775,+1.01,1.215,1.753
2026-06-27 11:23:00,H,+0.0050,13475485,-1.14,1.966,0.848
2026-06-27 11:23:00,VIRTUAL,-0.0031,12233689,+0.32,0.443,0.990
2026-06-27 11:23:00,BICO,-0.3542,4759749,+0.33,0.907,1.079
2026-06-27 11:23:00,SUI,+0.0093,72128812,+0.08,1.925,1.520
2026-06-27 11:23:00,ID,-0.0294,5767987,-0.09,1.438,0.703
2026-06-27 11:23:00,EDGE,+0.0050,4095211,-0.32,1.378,0.209
2026-06-27 11:23:00,KAIA,+0.0050,1807705,+0.30,1.306,4.150
2026-06-27 11:23:00,PENGU,+0.0050,13698153,+0.28,0.525,1.919
2026-06-27 11:23:00,SAHARA,-0.0236,8201783,-0.22,0.520,0.307
2026-06-27 11:23:00,EDEN,+0.0050,3956011,-0.15,1.028,0.397
2026-06-27 11:29:11,BTC,+0.0052,6271478335,+0.18,2.129,1.585
2026-06-27 11:29:11,WLD,+0.0100,79694442,+0.64,0.863,3.761
2026-06-27 11:29:11,XRP,-0.0103,377160503,+0.62,2.469,1.181
2026-06-27 11:29:11,ETH,+0.0007,3644276511,+0.31,2.127,1.875
2026-06-27 11:29:11,SLX,+0.0087,24528123,+4.52,0.938,1.235
2026-06-27 11:29:11,SOL,+0.0100,758001591,+0.68,2.372,2.861
2026-06-27 11:29:11,AGLD,-0.3320,10179734,-7.19,0.921,0.849
2026-06-27 11:29:11,IP,-0.3239,6707342,-0.13,1.872,0.685
2026-06-27 11:29:11,ARX,-0.0027,3272691,-1.69,1.329,0.656
2026-06-27 11:29:11,CARV,-0.3971,2072586,-0.87,1.745,1.226
2026-06-27 11:29:11,G,+0.0003,4396030,-0.52,0.857,0.587
2026-06-27 11:29:11,DOGE,+0.0089,157868739,+0.21,2.088,0.983
2026-06-27 11:29:11,ALLO,+0.0050,18443617,+0.47,0.556,1.211
2026-06-27 11:29:11,PUNDIX,-0.4102,3143968,-0.37,0.823,0.782
2026-06-27 11:29:11,ONDO,+0.0006,29512253,+0.51,0.895,1.082
2026-06-27 11:29:11,XLM,+0.0100,45544513,+0.28,0.743,2.567
2026-06-27 11:29:11,JTO,+0.0050,17191934,+0.20,1.350,1.181
2026-06-27 11:29:11,BEL,-0.0233,4845534,-1.17,1.347,0.978
2026-06-27 11:29:11,RE,-0.2170,16298692,+0.55,0.588,2.162
2026-06-27 11:29:11,ENA,-0.0014,47250976,+0.50,1.216,0.758
2026-06-27 11:29:11,H,+0.0050,13592671,+0.87,1.974,1.165
2026-06-27 11:29:11,VIRTUAL,-0.0031,12292123,+0.48,0.443,2.239
2026-06-27 11:29:11,BICO,-0.3491,4785601,+0.54,0.908,1.777
2026-06-27 11:29:11,SUI,+0.0090,72236561,+0.15,1.936,1.904
2026-06-27 11:29:11,ID,-0.0298,5832525,+1.12,1.417,1.970
2026-06-27 11:29:11,EDGE,+0.0050,4124792,+0.72,1.371,0.674
2026-06-27 11:29:11,KAIA,+0.0050,1815499,+0.43,1.302,3.054
2026-06-27 11:29:11,PENGU,+0.0050,13762652,+0.47,0.524,2.356
2026-06-27 11:29:11,SAHARA,-0.0212,8234308,+0.40,0.520,2.310
2026-06-27 11:29:11,EDEN,+0.0050,3952575,-0.09,1.026,0.873
2026-06-27 11:35:23,BTC,+0.0051,6262500222,-0.14,2.132,1.160
2026-06-27 11:35:23,WLD,+0.0100,80224207,+0.66,0.858,1.741
2026-06-27 11:35:23,XRP,-0.0105,375669600,-0.40,2.465,0.829
2026-06-27 11:35:23,ETH,+0.0006,3644254224,-0.00,2.128,0.630
2026-06-27 11:35:23,SLX,+0.0094,24068049,-1.88,0.941,0.715
2026-06-27 11:35:23,SOL,+0.0100,758390768,+0.05,2.375,1.058
2026-06-27 11:35:23,AGLD,-0.3446,10245396,+0.65,0.915,1.269
2026-06-27 11:35:23,IP,-0.3116,6658457,-0.73,1.847,1.070
2026-06-27 11:35:23,ARX,-0.0014,3273923,+0.04,1.320,1.188
2026-06-27 11:35:23,CARV,-0.3969,2054408,-0.88,1.746,2.252
2026-06-27 11:35:23,G,+0.0016,4403333,+0.17,0.850,1.303
2026-06-27 11:35:23,DOGE,+0.0086,157630293,-0.15,2.089,0.575
2026-06-27 11:35:23,ALLO,+0.0050,18586647,+0.42,0.555,0.677
2026-06-27 11:35:23,PUNDIX,-0.4143,3242415,+0.32,0.808,1.433
2026-06-27 11:35:23,ONDO,+0.0004,29552841,+0.14,0.894,1.348
2026-06-27 11:35:23,XLM,+0.0100,45394734,-0.33,0.744,1.229
2026-06-27 11:36:07,BTC,+0.0051,6262966689,+0.01,2.132,1.160
2026-06-27 11:36:07,XRP,-0.0105,375669600,-0.40,2.465,0.829
2026-06-27 11:36:07,WLD,+0.0100,80224207,+0.66,0.865,1.741
2026-06-27 11:36:07,ETH,+0.0006,3647040572,+0.08,2.128,0.630
2026-06-27 11:36:07,SLX,+0.0094,24062554,-0.02,0.941,0.715
2026-06-27 11:36:07,AGLD,-0.3446,10245396,+0.65,0.915,0.874
2026-06-27 11:36:07,SOL,+0.0100,757501986,-0.12,2.375,1.058
2026-06-27 11:36:07,ARX,-0.0014,3273923,+0.04,1.320,1.188
2026-06-27 11:36:07,IP,-0.3116,6654289,-0.06,1.845,0.663
2026-06-27 11:36:07,CARV,-0.3969,2054408,-0.88,1.759,2.252
2026-06-27 11:36:07,G,+0.0019,4404311,+0.02,0.854,1.303
2026-06-27 11:36:07,DOGE,+0.0086,157630293,-0.15,2.089,0.575
2026-06-27 11:36:07,ALLO,+0.0050,18586647,+0.42,0.553,1.128
2026-06-27 11:36:07,PUNDIX,-0.4152,3242415,+0.32,0.807,0.948
2026-06-27 11:36:07,ONDO,+0.0004,29552841,+0.14,0.895,1.348
2026-06-27 11:36:07,XLM,+0.0100,45394734,-0.33,0.744,1.229
2026-06-27 11:36:07,JTO,+0.0050,17166407,-0.15,1.354,1.131
2026-06-27 11:36:07,BEL,-0.0232,4978841,+1.01,1.348,1.388
2026-06-27 11:36:07,RE,-0.2153,16510239,+1.30,0.595,1.599
2026-06-27 11:36:07,ENA,-0.0023,47104173,-0.24,1.209,1.076
2026-06-27 11:36:07,H,+0.0050,13606179,+0.10,1.977,1.278
2026-06-27 11:36:07,VIRTUAL,-0.0032,12379935,+0.52,0.441,1.457
2026-06-27 11:36:07,BICO,-0.3469,4808810,+0.48,0.911,0.458
2026-06-27 11:36:07,ID,-0.0278,5847378,+0.02,1.410,0.869
2026-06-27 11:36:07,EDGE,+0.0050,4106003,-0.46,1.370,0.732
2026-06-27 11:36:07,SUI,+0.0086,72402426,+0.07,1.934,1.349
2026-06-27 11:36:07,KAIA,+0.0050,1816989,+0.08,1.308,2.553
2026-06-27 11:36:07,PENGU,+0.0050,13736708,-0.18,0.523,0.716
2026-06-27 11:36:07,EDEN,+0.0050,3920051,-0.82,1.030,0.374
2026-06-27 11:36:07,SAHARA,-0.0189,8255451,+0.17,0.521,1.250
2026-06-27 11:42:18,BTC,+0.0049,6262534395,-0.01,2.112,0.752
2026-06-27 11:42:18,XRP,-0.0107,376081680,+0.11,2.464,0.931
2026-06-27 11:42:18,WLD,+0.0100,80067680,+0.09,0.865,0.438
2026-06-27 11:42:18,ETH,+0.0005,3645212189,-0.05,2.127,0.783
2026-06-27 11:42:18,SLX,+0.0100,23344419,-2.98,0.940,0.929
2026-06-27 11:42:18,AGLD,-0.3547,10291724,-0.11,0.917,0.834
2026-06-27 11:42:18,SOL,+0.0100,757421916,-0.01,2.374,1.083
2026-06-27 11:42:18,ARX,+0.0004,3330493,+1.77,1.325,0.761
2026-06-27 11:42:18,IP,-0.2930,6663860,+0.14,1.817,1.032
2026-06-27 11:42:18,CARV,-0.3943,2034342,+0.06,1.758,2.004
2026-06-27 11:42:18,G,+0.0026,4391937,-0.28,0.862,0.704
2026-06-27 11:42:18,DOGE,+0.0086,157525232,-0.07,2.088,0.648
2026-06-27 11:42:18,ALLO,+0.0050,18897556,+1.67,0.556,1.392
2026-06-27 11:42:18,PUNDIX,-0.4207,3427966,+5.72,0.798,1.176
2026-06-27 11:42:18,ONDO,+0.0006,29717346,+0.33,0.893,1.216
2026-06-27 11:42:18,XLM,+0.0100,45256747,-0.24,0.751,0.807
2026-06-27 11:42:18,JTO,+0.0050,17323087,-0.12,1.344,2.335
2026-06-27 11:42:18,BEL,-0.0235,4883378,-1.92,1.343,0.881
2026-06-27 11:42:18,RE,-0.2124,16547012,+0.66,0.596,1.113
2026-06-27 11:42:18,ENA,-0.0020,47138880,+0.07,1.217,1.893
2026-06-27 11:42:18,H,+0.0050,13592944,-0.09,1.984,0.767
2026-06-27 11:42:18,VIRTUAL,-0.0035,12370621,-0.08,0.443,2.846
2026-06-27 11:42:18,BICO,-0.3454,4821410,-0.27,0.917,0.676
2026-06-27 11:42:18,ID,-0.0255,5835193,-0.21,1.413,0.956
2026-06-27 11:42:18,EDGE,+0.0050,4105578,+0.14,1.369,1.921
2026-06-27 11:42:18,SUI,+0.0085,72402154,-0.00,1.939,1.328
2026-06-27 11:42:18,KAIA,+0.0050,1814881,+0.20,1.312,0.110
2026-06-27 11:42:18,PENGU,+0.0050,13732967,-0.03,0.525,1.147
2026-06-27 11:42:18,EDEN,+0.0050,3959642,+0.24,1.026,2.532
2026-06-27 11:42:18,SAHARA,-0.0163,8282263,+0.32,0.518,1.617
2026-06-27 11:48:28,BTC,+0.0049,6269112553,+0.11,2.112,0.460
2026-06-27 11:48:28,XRP,-0.0111,376670416,-0.05,2.467,0.782
2026-06-27 11:48:28,WLD,+0.0100,80412758,+0.43,0.858,1.943
2026-06-27 11:48:28,ETH,+0.0004,3645301533,+0.00,2.127,1.075
2026-06-27 11:48:28,SLX,+0.0094,23222897,-0.52,0.940,0.948
2026-06-27 11:48:28,AGLD,-0.3593,10442511,+1.47,0.913,1.052
2026-06-27 11:48:28,SOL,+0.0100,756975358,-0.06,2.376,1.033
2026-06-27 11:48:28,ARX,+0.0018,3335155,+0.14,1.317,1.108
2026-06-27 11:48:28,IP,-0.2777,6692994,+0.44,1.785,2.472
2026-06-27 11:48:28,CARV,-0.3905,2029820,-0.22,1.762,1.578
2026-06-27 11:48:28,G,+0.0024,4387237,-0.11,0.864,1.039
2026-06-27 11:48:28,DOGE,+0.0085,157621702,-0.04,2.086,1.671
2026-06-27 11:48:28,ALLO,+0.0050,19118225,+1.17,0.556,1.256
2026-06-27 11:48:28,PUNDIX,-0.4292,3396648,-0.91,0.818,0.927
2026-06-27 11:48:28,ONDO,+0.0003,29679192,-0.13,0.894,1.434
2026-06-27 11:48:28,XLM,+0.0100,45193211,-0.14,0.750,0.912
2026-06-27 11:48:28,JTO,+0.0050,17325673,+0.01,1.351,0.883
2026-06-27 11:48:28,BEL,-0.0226,4884672,+0.03,1.351,1.004
2026-06-27 11:48:28,RE,-0.2092,16635326,+0.53,0.596,1.352
2026-06-27 11:48:28,ENA,-0.0017,47203850,+0.14,1.216,1.641
2026-06-27 11:48:28,H,+0.0050,13580600,-0.09,1.989,0.680
2026-06-27 11:48:28,VIRTUAL,-0.0036,12354925,-0.13,0.445,1.647
2026-06-27 11:48:28,BICO,-0.3443,4817565,-0.08,0.916,0.774
2026-06-27 11:48:28,ID,-0.0248,5761737,-1.26,1.429,0.338
2026-06-27 11:48:28,EDGE,+0.0050,4104640,-0.02,1.361,2.088
2026-06-27 11:48:28,SUI,+0.0086,72502431,+0.14,1.939,1.391
2026-06-27 11:48:28,KAIA,+0.0050,1816628,+0.10,1.308,2.321
2026-06-27 11:48:28,PENGU,+0.0050,13720617,-0.09,0.524,4.141
2026-06-27 11:48:28,EDEN,+0.0050,3946247,-0.34,1.023,0.942
2026-06-27 11:48:28,SAHARA,-0.0143,8277537,-0.06,0.523,0.420
2026-06-27 11:54:40,BTC,+0.0050,6279082706,+0.16,2.088,0.890
2026-06-27 11:54:40,XRP,-0.0113,376588677,-0.02,2.454,1.516
2026-06-27 11:54:40,WLD,+0.0100,80667887,+0.32,0.861,1.560
2026-06-27 11:54:40,ETH,+0.0005,3644558857,-0.02,2.127,0.706
2026-06-27 11:54:40,SLX,+0.0089,23119870,-0.44,0.933,1.216
2026-06-27 11:54:40,AGLD,-0.3627,11018123,+5.51,0.916,1.030
2026-06-27 11:54:40,SOL,+0.0100,756268449,-0.09,2.378,1.428
2026-06-27 11:54:40,ARX,+0.0029,3320954,-0.43,1.316,0.874
2026-06-27 11:54:40,IP,-0.2619,6675802,-0.26,1.809,0.872
2026-06-27 11:54:40,CARV,-0.3853,2007779,-1.09,1.798,1.605
2026-06-27 11:54:40,G,+0.0034,4385275,-0.04,0.862,1.287
2026-06-27 11:54:40,DOGE,+0.0085,157627440,+0.00,2.084,1.826
2026-06-27 11:54:40,ALLO,+0.0050,18818650,-1.57,0.558,0.529
2026-06-27 11:54:40,PUNDIX,-0.4285,3364097,-0.96,0.840,0.913
2026-06-27 11:54:40,ONDO,-0.0000,29798011,+0.10,0.907,1.453
2026-06-27 11:54:40,XLM,+0.0100,45234354,+0.09,0.750,1.584
2026-06-27 11:54:40,JTO,+0.0050,17378170,+0.30,1.356,1.846
2026-06-27 11:54:40,BEL,-0.0236,4779216,-2.16,1.350,0.467
2026-06-27 11:54:40,RE,-0.2082,16501062,-0.81,0.599,0.925
2026-06-27 11:54:40,ENA,-0.0019,47266578,+0.13,1.218,0.944
2026-06-27 11:54:40,H,+0.0050,13514686,-0.49,1.978,0.514
2026-06-27 11:54:40,VIRTUAL,-0.0031,12369911,+0.12,0.444,2.711
2026-06-27 11:54:40,BICO,-0.3418,4845094,+0.66,0.920,0.463
2026-06-27 11:54:40,ID,-0.0244,5772107,+0.18,1.423,1.253
2026-06-27 11:54:40,EDGE,+0.0050,4116257,+0.28,1.359,1.610
2026-06-27 11:54:40,SUI,+0.0081,72538784,+0.05,1.939,1.693
2026-06-27 11:54:40,KAIA,+0.0050,1817633,+0.06,1.312,0.698
2026-06-27 11:54:40,PENGU,+0.0050,13736763,+0.12,0.526,2.066
2026-06-27 11:54:40,EDEN,+0.0050,3950966,+0.08,1.026,1.399
2026-06-27 11:54:40,SAHARA,-0.0121,8289523,-0.01,0.522,1.570
2026-06-27 12:00:51,BTC,+0.0050,6293236419,+0.23,2.093,3.469
2026-06-27 12:00:51,XRP,-0.0115,375857691,-0.23,2.459,0.908
2026-06-27 12:00:51,WLD,+0.0100,80785096,+0.15,0.864,0.790
2026-06-27 12:00:51,ETH,+0.0005,3646352752,-0.12,2.124,1.962
2026-06-27 12:00:51,SLX,+0.0076,22546863,-1.29,0.938,0.924
2026-06-27 12:00:51,AGLD,-0.3651,9882870,-9.03,0.924,0.791
2026-06-27 12:00:51,SOL,+0.0100,758129059,+0.25,2.385,1.744
2026-06-27 12:00:51,ARX,+0.0050,3358032,+1.12,1.308,1.260
2026-06-27 12:00:51,IP,-0.2419,6625092,-0.50,1.815,0.750
2026-06-27 12:00:51,CARV,-0.3812,1962392,-1.66,1.806,1.676
2026-06-27 12:00:51,G,+0.0036,4376214,-0.00,0.836,0.954
2026-06-27 12:00:51,DOGE,+0.0083,157521132,-0.20,2.087,0.760
2026-06-27 12:00:51,ALLO,+0.0050,19006968,+1.00,0.557,0.801
2026-06-27 12:00:51,PUNDIX,-0.4279,3375048,+0.33,0.825,1.134
2026-06-27 12:00:51,ONDO,-0.0001,29760060,-0.13,0.908,2.169
2026-06-27 12:00:51,XLM,+0.0100,45234570,+0.00,0.752,0.886
2026-06-27 12:00:51,JTO,+0.0050,17440286,+0.36,1.370,0.527
2026-06-27 12:00:51,BEL,-0.0231,4692066,-1.82,1.331,0.714
2026-06-27 12:00:51,RE,-0.2078,16295896,-0.23,0.595,0.671
2026-06-27 12:00:51,ENA,-0.0016,47190465,-0.21,1.215,1.900
2026-06-27 12:00:51,H,+0.0050,13545614,+0.23,1.982,2.209
2026-06-27 12:00:51,VIRTUAL,-0.0031,12388872,-0.06,0.443,3.123
2026-06-27 12:00:51,BICO,-0.3395,4822365,-0.47,0.918,1.125
2026-06-27 12:00:51,ID,-0.0250,5780351,+0.14,1.429,0.648
2026-06-27 12:00:51,EDGE,+0.0050,4108085,-0.20,1.359,0.756
2026-06-27 12:00:51,SUI,+0.0080,72537413,-0.15,1.943,0.819
2026-06-27 12:00:51,KAIA,+0.0050,1815183,-0.13,1.310,1.641
2026-06-27 12:00:51,PENGU,+0.0050,13871470,+0.98,0.526,0.967
2026-06-27 12:00:51,EDEN,+0.0050,4010706,+1.51,1.011,1.012
2026-06-27 12:00:51,SAHARA,-0.0115,8260917,-0.35,0.523,0.504
2026-06-27 12:07:04,BTC,+0.0049,6286681065,-0.02,2.102,0.364
2026-06-27 12:07:04,XRP,-0.0119,375150308,-0.19,2.450,0.713
2026-06-27 12:07:04,WLD,+0.0100,80983026,+0.25,0.878,1.170
2026-06-27 12:07:04,ETH,+0.0000,3642343850,-0.11,2.127,0.317
2026-06-27 12:07:04,SLX,+0.0084,22890138,+1.52,0.938,1.262
2026-06-27 12:07:04,AGLD,-0.3732,10131423,+2.51,0.923,0.974
2026-06-27 12:07:04,SOL,+0.0100,755536765,-0.20,2.391,1.017
2026-06-27 12:07:04,ARX,+0.0050,3433496,+2.25,1.302,1.461
2026-06-27 12:07:04,IP,-0.2275,6726002,+1.52,1.796,1.333
2026-06-27 12:07:04,CARV,-0.3768,1947026,-0.78,1.838,0.572
2026-06-27 12:07:04,G,+0.0047,4386151,+0.23,0.835,2.093
2026-06-27 12:07:04,DOGE,+0.0079,157065916,-0.29,2.088,0.318
